epoch,acc,loss,val_acc,val_loss
0,0.900962962909981,0.33299857838948566,0.9656666668256124,0.11511216805378596
1,0.9575185185538397,0.1411091909541024,0.9771666668256124,0.07955213085313638
2,0.9697407407054195,0.10094018752045102,0.9744999995231628,0.07995462932686011
3,0.9750555555732162,0.08122121405380743,0.9786666668256124,0.07162476663043102
4,0.9784999999470181,0.07004789518868482,0.9816666668256124,0.06764272782206536
5,0.9818518518518519,0.05866287855721182,0.9805000001589457,0.073772741685311
6,0.9835740740917347,0.05285363417808656,0.9806666661898296,0.07214471292930345
7,0.9857037036507218,0.04629725352315991,0.9819999995231629,0.07427058900442596
